order_id,customer_id,order_date,total_amount,payment_method,shipping_region,status,total_amount
91,635,2025-05-01 22:48:39.690000,0.0,Credit Card,East,Shipped,1496.7800000000002
92,51,2024-08-03 22:48:39.690001,0.0,Credit Card,East,Delivered,1148.18
93,578,2024-11-11 22:48:39.690001,0.0,PayPal,East,Shipped,2101.7200000000003
94,484,2025-06-18 22:48:39.690002,0.0,Bank Transfer,South,Delivered,1351.8200000000002
95,948,2024-09-09 22:48:39.690003,0.0,PayPal,East,Shipped,2215.47
96,84,2025-02-26 22:48:39.690004,0.0,Credit Card,West,Delivered,3013.1800000000003
97,495,2025-07-19 22:48:39.690005,0.0,Bank Transfer,South,Delivered,2471.44
98,727,2024-09-17 22:48:39.690005,0.0,Debit Card,West,Processing,222.7
99,538,2025-06-21 22:48:39.690006,0.0,PayPal,East,Delivered,393.65999999999997
100,793,2024-09-21 22:48:39.690007,0.0,Debit Card,North,Shipped,1764.1399999999999
101,487,2024-10-17 22:48:39.690007,0.0,Bank Transfer,South,Delivered,413.62
102,555,2025-06-29 22:48:39.690008,0.0,Debit Card,South,Cancelled,2841.9500000000003
103,352,2025-02-28 22:48:39.690009,0.0,Bank Transfer,East,Delivered,450.64
104,466,2024-08-27 22:48:39.690010,0.0,Bank Transfer,North,Delivered,508.46
105,49,2025-06-16 22:48:39.690010,0.0,Credit Card,South,Delivered,923.73
106,335,2025-01-15 22:48:39.690011,0.0,PayPal,South,Shipped,490.04999999999995
107,868,2025-07-17 22:48:39.690012,0.0,Credit Card,South,Delivered,3779.5699999999997
108,368,2024-11-22 22:48:39.690013,0.0,Bank Transfer,South,Processing,3069.05
109,35,2024-12-03 22:48:39.690013,0.0,Credit Card,West,Delivered,539.26
110,595,2024-11-30 22:48:39.690014,0.0,Credit Card,South,Delivered,1665.96
111,547,2025-04-14 22:48:39.690015,0.0,Credit Card,North,Delivered,2897.66
112,991,2024-12-11 22:48:39.690016,0.0,Debit Card,East,Shipped,796.27
113,723,2025-03-07 22:48:39.690017,0.0,Debit Card,North,Delivered,914.04
114,550,2024-12-20 22:48:39.690017,0.0,PayPal,South,Delivered,494.8
115,135,2024-11-10 22:48:39.690018,0.0,PayPal,West,Cancelled,2931.01
116,195,2025-06-13 22:48:39.690019,0.0,Debit Card,West,Delivered,773.5500000000001
117,86,2025-02-11 22:48:39.690019,0.0,Credit Card,South,Delivered,1561.55
118,925,2025-01-29 22:48:39.690020,0.0,PayPal,South,Delivered,1201.4
119,572,2025-04-27 22:48:39.690021,0.0,Debit Card,West,Delivered,571.22
120,408,2024-07-31 22:48:39.690022,0.0,PayPal,North,Delivered,1725.77
121,446,2025-03-02 22:48:39.690022,0.0,Credit Card,West,Processing,1772.58
122,99,2024-08-14 22:48:39.690023,0.0,Bank Transfer,East,Processing,717.24
123,428,2024-10-04 22:48:39.690024,0.0,Debit Card,East,Delivered,1640.57
124,929,2024-08-31 22:48:39.690025,0.0,Credit Card,South,Delivered,2342.3
125,913,2024-08-30 22:48:39.690025,0.0,Debit Card,North,Processing,428.66999999999996
126,736,2024-09-17 22:48:39.690026,0.0,PayPal,South,Delivered,254.31
127,539,2024-12-30 22:48:39.690027,0.0,Bank Transfer,West,Cancelled,1953.2399999999998
128,66,2024-09-18 22:48:39.690028,0.0,Bank Transfer,South,Delivered,1587.85
129,462,2024-11-03 22:48:39.690028,0.0,Bank Transfer,North,Shipped,545.97
130,152,2024-08-11 22:48:39.690029,0.0,PayPal,East,Delivered,2017.6000000000001
131,49,2025-04-15 22:48:39.690030,0.0,Bank Transfer,North,Delivered,2062.29
132,303,2024-07-31 22:48:39.690031,0.0,Bank Transfer,East,Processing,1843.5
133,716,2024-10-09 22:48:39.690032,0.0,Credit Card,North,Delivered,657.2399999999999
134,849,2025-02-28 22:48:39.690032,0.0,Debit Card,East,Shipped,1150.68
135,218,2024-11-22 22:48:39.690033,0.0,Credit Card,South,Delivered,877.0
136,564,2024-11-16 22:48:39.690034,0.0,PayPal,East,Delivered,522.87
137,550,2024-09-06 22:48:39.690035,0.0,Bank Transfer,East,Shipped,922.52
138,908,2024-10-31 22:48:39.690035,0.0,Bank Transfer,West,Delivered,2354.48
139,129,2024-10-10 22:48:39.690036,0.0,Bank Transfer,West,Shipped,1285.87
140,827,2024-12-22 22:48:39.690037,0.0,PayPal,West,Delivered,1471.6
141,196,2025-06-08 22:48:39.690037,0.0,Debit Card,East,Shipped,1382.49
142,815,2024-10-12 22:48:39.690038,0.0,Credit Card,West,Delivered,791.6999999999999
143,591,2024-08-19 22:48:39.690039,0.0,PayPal,South,Shipped,348.18
144,404,2024-10-31 22:48:39.690040,0.0,Credit Card,North,Processing,2497.0
145,282,2025-03-19 22:48:39.690040,0.0,Debit Card,East,Cancelled,1564.06
146,1000,2025-04-20 22:48:39.690041,0.0,Bank Transfer,South,Shipped,1998.27
147,829,2025-02-06 22:48:39.690042,0.0,Credit Card,West,Delivered,1965.79
148,345,2025-03-18 22:48:39.690043,0.0,Credit Card,South,Shipped,2086.95
149,448,2025-05-10 22:48:39.690043,0.0,Bank Transfer,East,Shipped,163.35
150,78,2024-08-25 22:48:39.690044,0.0,PayPal,North,Processing,2019.07
151,970,2025-04-15 22:48:39.690045,0.0,Bank Transfer,West,Shipped,10.68
152,924,2024-08-31 22:48:39.690046,0.0,PayPal,East,Processing,1204.23
153,252,2024-09-24 22:48:39.690047,0.0,Debit Card,North,Delivered,1394.58
154,712,2025-01-05 22:48:39.690047,0.0,Debit Card,West,Processing,67.89
155,932,2025-07-07 22:48:39.690048,0.0,PayPal,West,Processing,2853.9700000000003
156,984,2024-09-07 22:48:39.690049,0.0,Debit Card,North,Delivered,3571.52
157,24,2024-08-17 22:48:39.690050,0.0,Credit Card,East,Delivered,841.07
158,412,2025-01-24 22:48:39.690050,0.0,Bank Transfer,South,Shipped,1096.7
159,842,2025-05-22 22:48:39.690051,0.0,Bank Transfer,West,Shipped,217.86
160,158,2024-09-07 22:48:39.690052,0.0,Credit Card,South,Shipped,1063.49
161,281,2024-07-29 22:48:39.690053,0.0,PayPal,West,Processing,2693.0
162,280,2025-02-19 22:48:39.690053,0.0,Credit Card,West,Delivered,66.56
163,779,2025-03-24 22:48:39.690054,0.0,Debit Card,East,Shipped,2805.55
164,307,2025-01-06 22:48:39.690055,0.0,Bank Transfer,North,Processing,29.46
165,929,2024-12-01 22:48:39.690056,0.0,Credit Card,South,Delivered,2601.3
166,18,2024-08-25 22:48:39.690056,0.0,Debit Card,North,Processing,2974.0099999999998
167,686,2024-11-03 22:48:39.690057,0.0,Bank Transfer,North,Shipped,903.16
168,275,2025-02-26 22:48:39.690058,0.0,Debit Card,East,Delivered,563.96
169,548,2024-12-04 22:48:39.690059,0.0,Bank Transfer,South,Shipped,236.88
170,390,2025-01-01 22:48:39.690059,0.0,Debit Card,North,Delivered,382.9
171,652,2025-06-14 22:48:39.690060,0.0,Credit Card,East,Delivered,1821.81
172,931,2025-03-25 22:48:39.690061,0.0,PayPal,East,Delivered,1600.67
173,121,2025-02-08 22:48:39.690061,0.0,Debit Card,North,Delivered,315.06
174,729,2025-01-26 22:48:39.690062,0.0,PayPal,East,Delivered,1716.73
175,525,2024-12-17 22:48:39.690063,0.0,PayPal,South,Delivered,1373.81
176,926,2025-07-19 22:48:39.690064,0.0,Credit Card,South,Shipped,1255.1399999999999
177,418,2024-12-26 22:48:39.690064,0.0,Bank Transfer,West,Delivered,1833.3
178,777,2025-07-04 22:48:39.690065,0.0,Credit Card,East,Processing,325.79
179,787,2024-12-25 22:48:39.690066,0.0,Credit Card,East,Processing,3268.0899999999997
180,405,2025-01-15 22:48:39.690067,0.0,Debit Card,East,Delivered,3815.69
181,719,2024-10-10 22:48:39.690067,0.0,Bank Transfer,West,Delivered,1823.5700000000002
182,216,2025-02-20 22:48:39.690068,0.0,Debit Card,North,Shipped,1379.05
183,797,2024-11-17 22:48:39.690069,0.0,Debit Card,East,Delivered,1818.08
184,346,2024-10-11 22:48:39.690070,0.0,PayPal,South,Delivered,987.8199999999999
185,506,2024-11-16 22:48:39.690070,0.0,Debit Card,North,Delivered,2311.1800000000003
186,175,2025-05-23 22:48:39.690071,0.0,Debit Card,East,Delivered,1633.1
187,548,2024-09-29 22:48:39.690072,0.0,Bank Transfer,North,Shipped,1884.91
188,63,2024-10-06 22:48:39.690073,0.0,Debit Card,East,Shipped,2408.6800000000003
189,393,2025-02-08 22:48:39.690073,0.0,Bank Transfer,North,Delivered,1703.1
190,291,2025-05-04 22:48:39.690074,0.0,Credit Card,South,Delivered,667.61
191,324,2025-07-03 22:48:39.690075,0.0,Bank Transfer,West,Delivered,2294.86
192,825,2025-06-19 22:48:39.690076,0.0,Bank Transfer,West,Shipped,2574.0299999999997
193,142,2025-07-13 22:48:39.690076,0.0,Bank Transfer,West,Delivered,1182.82
194,713,2025-04-06 22:48:39.690077,0.0,Debit Card,North,Processing,1213.2
195,310,2025-03-30 22:48:39.690078,0.0,PayPal,South,Delivered,497.43
196,905,2024-09-17 22:48:39.690079,0.0,PayPal,East,Shipped,168.63
197,645,2025-06-27 22:48:39.690079,0.0,PayPal,South,Shipped,1880.95
198,536,2025-06-07 22:48:39.690080,0.0,Debit Card,East,Delivered,3459.09
199,541,2025-02-19 22:48:39.690081,0.0,Debit Card,South,Processing,198.29
200,529,2024-07-27 22:48:39.690082,0.0,Bank Transfer,East,Shipped,1307.68
201,378,2024-12-30 22:48:39.690083,0.0,Debit Card,West,Delivered,3400.54
202,185,2024-09-16 22:48:39.690083,0.0,PayPal,West,Shipped,323.5
203,375,2024-08-27 22:48:39.690084,0.0,Debit Card,East,Processing,1368.5099999999998
204,477,2025-04-27 22:48:39.690085,0.0,Bank Transfer,West,Delivered,1927.33
205,574,2025-02-12 22:48:39.690086,0.0,Debit Card,North,Delivered,2335.15
206,511,2025-03-30 22:48:39.690086,0.0,Debit Card,East,Cancelled,1928.52
207,846,2024-08-25 22:48:39.690087,0.0,PayPal,North,Delivered,2199.0699999999997
208,751,2025-01-04 22:48:39.690088,0.0,PayPal,West,Shipped,19.58
209,127,2025-06-22 22:48:39.690088,0.0,Bank Transfer,South,Shipped,1784.8500000000001
210,140,2024-11-12 22:48:39.690089,0.0,Bank Transfer,West,Processing,916.55
211,472,2024-08-09 22:48:39.690090,0.0,PayPal,North,Processing,2773.78
212,130,2025-06-19 22:48:39.690091,0.0,Bank Transfer,West,Delivered,487.28
213,387,2025-05-26 22:48:39.690092,0.0,Credit Card,North,Shipped,1286.04
214,426,2024-12-20 22:48:39.690092,0.0,PayPal,East,Shipped,1714.3400000000001
215,552,2025-03-03 22:48:39.690093,0.0,PayPal,East,Cancelled,738.3299999999999
216,532,2024-08-16 22:48:39.690094,0.0,PayPal,South,Delivered,2445.61
217,351,2024-10-19 22:48:39.690094,0.0,Debit Card,South,Delivered,807.38
218,316,2024-11-25 22:48:39.690095,0.0,Bank Transfer,South,Shipped,2744.6800000000003
219,805,2025-04-26 22:48:39.690096,0.0,Bank Transfer,West,Delivered,2480.06
220,672,2024-12-23 22:48:39.690097,0.0,Debit Card,West,Delivered,2543.47
221,648,2025-05-24 22:48:39.690097,0.0,Bank Transfer,West,Processing,1179.12
222,746,2025-04-05 22:48:39.690098,0.0,Credit Card,East,Delivered,547.3499999999999
223,671,2024-08-16 22:48:39.690099,0.0,Debit Card,North,Delivered,365.58
224,297,2025-01-12 22:48:39.690100,0.0,Debit Card,East,Delivered,1435.71
225,224,2024-07-23 22:48:39.690100,0.0,Bank Transfer,West,Delivered,548.71
226,333,2024-08-08 22:48:39.690101,0.0,Credit Card,West,Processing,2390.04
227,210,2024-12-11 22:48:39.690102,0.0,Credit Card,South,Cancelled,366.5
228,986,2025-04-30 22:48:39.690103,0.0,PayPal,West,Shipped,960.98
229,22,2025-07-05 22:48:39.690103,0.0,Bank Transfer,South,Shipped,1281.88
230,402,2025-05-16 22:48:39.690104,0.0,PayPal,West,Delivered,1406.15
231,955,2024-07-31 22:48:39.690105,0.0,PayPal,North,Shipped,1277.84
232,422,2025-06-01 22:48:39.690106,0.0,Credit Card,South,Delivered,1373.8799999999999
233,484,2025-02-16 22:48:39.690106,0.0,Bank Transfer,South,Shipped,3393.14
234,414,2025-02-12 22:48:39.690107,0.0,Debit Card,West,Processing,374.75
235,822,2024-12-08 22:48:39.690108,0.0,Debit Card,North,Shipped,1955.1399999999999
236,450,2024-09-30 22:48:39.690109,0.0,Credit Card,North,Delivered,174.29
237,898,2025-04-08 22:48:39.690109,0.0,Credit Card,North,Delivered,1375.9
238,624,2024-08-28 22:48:39.690110,0.0,Credit Card,South,Delivered,4316.11
239,933,2024-11-06 22:48:39.690111,0.0,Debit Card,South,Shipped,879.42
240,299,2024-10-10 22:48:39.690112,0.0,PayPal,North,Delivered,1272.6200000000001
241,38,2025-03-09 22:48:39.690112,0.0,PayPal,South,Delivered,2803.21
242,616,2025-01-28 22:48:39.690113,0.0,Debit Card,South,Shipped,2214.65
243,335,2024-11-29 22:48:39.690114,0.0,PayPal,South,Delivered,932.37
244,940,2025-05-28 22:48:39.690115,0.0,PayPal,East,Shipped,769.35
245,160,2024-07-23 22:48:39.690115,0.0,Bank Transfer,East,Processing,2359.41
246,696,2024-12-21 22:48:39.690116,0.0,PayPal,East,Delivered,1555.6
247,800,2024-08-01 22:48:39.690117,0.0,Bank Transfer,North,Cancelled,1315.23
248,459,2025-07-02 22:48:39.690117,0.0,Credit Card,West,Shipped,314.06
249,724,2024-07-30 22:48:39.690118,0.0,Debit Card,South,Delivered,322.24
250,538,2025-02-19 22:48:39.690119,0.0,PayPal,South,Processing,2291.3599999999997
251,751,2025-04-29 22:48:39.690120,0.0,PayPal,North,Delivered,1825.32
252,627,2024-09-19 22:48:39.690120,0.0,Debit Card,North,Delivered,655.77
253,57,2025-03-11 22:48:39.690121,0.0,Bank Transfer,South,Shipped,803.54
254,426,2025-05-26 22:48:39.690122,0.0,Credit Card,South,Shipped,714.78
255,195,2025-03-21 22:48:39.690123,0.0,Credit Card,South,Delivered,703.78
256,874,2024-12-29 22:48:39.690123,0.0,Debit Card,East,Delivered,1721.63
257,970,2024-09-17 22:48:39.690124,0.0,Credit Card,East,Shipped,1474.14
258,381,2025-02-12 22:48:39.690125,0.0,Debit Card,South,Delivered,226.12
259,911,2025-04-05 22:48:39.690126,0.0,Credit Card,North,Delivered,1112.8400000000001
260,995,2025-03-22 22:48:39.690127,0.0,PayPal,South,Shipped,3755.5099999999998
261,885,2024-12-11 22:48:39.690127,0.0,PayPal,North,Processing,3162.8
262,954,2024-08-25 22:48:39.690128,0.0,Credit Card,North,Delivered,1390.1399999999999
263,750,2025-01-24 22:48:39.690129,0.0,Bank Transfer,West,Delivered,895.25
264,96,2025-03-26 22:48:39.690129,0.0,PayPal,West,Shipped,1786.38
265,597,2024-11-14 22:48:39.690130,0.0,PayPal,South,Shipped,1828.54
266,626,2024-12-20 22:48:39.690131,0.0,Debit Card,North,Shipped,3592.13
267,700,2025-05-05 22:48:39.690132,0.0,Bank Transfer,East,Processing,3219.87
268,293,2024-10-25 22:48:39.690132,0.0,Credit Card,South,Delivered,3034.3
269,803,2024-10-13 22:48:39.690133,0.0,Credit Card,North,Shipped,2802.81
270,82,2025-04-01 22:48:39.690134,0.0,Bank Transfer,South,Delivered,373.28
271,661,2024-09-26 22:48:39.690135,0.0,Bank Transfer,South,Delivered,1300.5100000000002
272,761,2025-03-02 22:48:39.690136,0.0,Credit Card,South,Cancelled,1839.7800000000002
273,917,2025-07-05 22:48:39.690136,0.0,Debit Card,North,Delivered,98.4
274,354,2025-02-28 22:48:39.690137,0.0,Credit Card,North,Shipped,2122.15
275,853,2024-10-10 22:48:39.690138,0.0,Debit Card,East,Delivered,1778.5
276,599,2024-11-06 22:48:39.690139,0.0,Bank Transfer,West,Delivered,2525.7
277,668,2024-09-02 22:48:39.690139,0.0,PayPal,North,Processing,1380.34
278,329,2024-10-02 22:48:39.690140,0.0,Bank Transfer,East,Processing,1383.21
279,11,2024-09-02 22:48:39.690141,0.0,PayPal,West,Delivered,455.9
280,766,2024-12-09 22:48:39.690142,0.0,PayPal,South,Delivered,1687.75
281,15,2025-01-25 22:48:39.690142,0.0,Debit Card,North,Shipped,1116.23
282,738,2025-06-30 22:48:39.690143,0.0,PayPal,North,Delivered,366.5
283,1000,2024-08-30 22:48:39.690144,0.0,PayPal,East,Shipped,1159.56
284,53,2025-06-22 22:48:39.690145,0.0,Bank Transfer,West,Shipped,773.77
285,751,2025-01-01 22:48:39.690145,0.0,PayPal,East,Shipped,2638.85
286,538,2025-04-30 22:48:39.690146,0.0,Bank Transfer,West,Delivered,543.06
287,394,2024-10-15 22:48:39.690147,0.0,Debit Card,West,Delivered,1168.6399999999999
288,221,2025-06-09 22:48:39.690148,0.0,Debit Card,North,Shipped,113.14
289,949,2025-04-11 22:48:39.690148,0.0,Bank Transfer,North,Delivered,1577.08
290,332,2025-01-08 22:48:39.690149,0.0,PayPal,North,Delivered,2218.46
291,393,2025-06-28 22:48:39.690150,0.0,Credit Card,East,Delivered,2112.97
292,904,2025-04-06 22:48:39.690151,0.0,Debit Card,North,Delivered,1684.6100000000001
293,995,2025-02-14 22:48:39.690151,0.0,Debit Card,North,Shipped,2874.4
294,726,2025-02-28 22:48:39.690152,0.0,PayPal,North,Delivered,2422.85
295,8,2025-04-15 22:48:39.690153,0.0,PayPal,West,Cancelled,3037.67
296,998,2025-02-22 22:48:39.690154,0.0,Credit Card,North,Cancelled,1278.37
297,814,2025-05-14 22:48:39.690154,0.0,PayPal,South,Processing,2576.8
298,53,2025-06-10 22:48:39.690155,0.0,Debit Card,South,Delivered,3491.84
299,643,2024-11-03 22:48:39.690156,0.0,PayPal,West,Shipped,959.6400000000001
300,877,2025-05-25 22:48:39.690157,0.0,PayPal,South,Delivered,3928.8
301,808,2025-01-26 22:48:39.690157,0.0,Credit Card,North,Delivered,1114.43
302,506,2024-11-24 22:48:39.690158,0.0,PayPal,North,Delivered,794.54
303,187,2024-07-26 22:48:39.690159,0.0,PayPal,North,Delivered,515.7
304,97,2024-12-25 22:48:39.690160,0.0,PayPal,West,Processing,2343.44
305,489,2025-04-10 22:48:39.690160,0.0,Debit Card,North,Processing,2340.95
306,385,2025-01-28 22:48:39.690161,0.0,Credit Card,East,Processing,729.59
307,681,2024-12-24 22:48:39.690162,0.0,Debit Card,South,Delivered,859.89
308,3,2025-06-17 22:48:39.690163,0.0,Bank Transfer,North,Shipped,359.88
309,252,2025-05-08 22:48:39.690163,0.0,Bank Transfer,East,Delivered,1409.77
310,857,2025-07-13 22:48:39.690164,0.0,Bank Transfer,South,Processing,124.25
311,512,2024-12-03 22:48:39.690165,0.0,Bank Transfer,North,Delivered,3771.59
312,143,2024-07-29 22:48:39.690166,0.0,Debit Card,South,Delivered,2519.04
313,846,2025-04-29 22:48:39.690167,0.0,Debit Card,North,Shipped,3931.88
314,962,2025-05-02 22:48:39.690167,0.0,Credit Card,North,Delivered,1060.6200000000001
315,993,2025-02-08 22:48:39.690168,0.0,Debit Card,North,Delivered,1595.97
316,621,2025-01-02 22:48:39.690169,0.0,Debit Card,West,Shipped,1238.88
317,663,2024-12-20 22:48:39.690170,0.0,Credit Card,South,Shipped,1631.31
318,602,2024-08-26 22:48:39.690170,0.0,Credit Card,West,Delivered,690.79
319,197,2024-10-19 22:48:39.690171,0.0,Bank Transfer,East,Shipped,1798.7900000000002
320,97,2024-11-10 22:48:39.690172,0.0,PayPal,South,Delivered,1596.27
321,670,2024-09-11 22:48:39.690173,0.0,Debit Card,North,Cancelled,1692.67
322,511,2024-12-12 22:48:39.690173,0.0,Debit Card,South,Shipped,2021.6599999999999
323,757,2024-08-05 22:48:39.690174,0.0,Credit Card,North,Shipped,1180.58
324,223,2024-08-16 22:48:39.690175,0.0,Debit Card,South,Delivered,1695.6100000000001
325,131,2024-07-24 22:48:39.690176,0.0,Debit Card,South,Delivered,342.64
326,851,2025-06-13 22:48:39.690176,0.0,Debit Card,North,Shipped,3638.42
327,90,2025-05-08 22:48:39.690177,0.0,Credit Card,East,Processing,323.9
