product_id,name,category,price,weight_kg
304,Product_304,Electronics,282.76,1.57
305,Product_305,Beauty,80.66,3.51
306,Product_306,Beauty,12.42,3.73
307,Product_307,Home,75.2,2.87
308,Product_308,Clothing,477.22,2.81
309,Product_309,Electronics,484.02,5.21
310,Product_310,Clothing,78.93,7.03
311,Product_311,Clothing,432.8,5.78
312,Product_312,Home,176.2,4.18
313,Product_313,Electronics,181.23,7.0
314,Product_314,Clothing,78.8,3.29
315,Product_315,Beauty,30.07,5.39
316,Product_316,Grocery,68.22,1.65
317,Product_317,Electronics,75.98,4.6
318,Product_318,Home,219.59,8.58
319,Product_319,Grocery,132.86,4.46
320,Product_320,Beauty,142.18,8.76
321,Product_321,Grocery,271.53,4.76
322,Product_322,Grocery,325.9,3.6
323,Product_323,Home,5.34,6.95
324,Product_324,Grocery,311.54,2.06
325,Product_325,Grocery,470.48,2.87
326,Product_326,Grocery,337.22,0.5
327,Product_327,Electronics,357.39,7.97
328,Product_328,Beauty,251.99,8.37
329,Product_329,Grocery,361.76,2.47
330,Product_330,Grocery,434.93,7.76
331,Product_331,Electronics,69.86,0.59
332,Product_332,Home,450.12,8.6
333,Product_333,Electronics,61.26,3.31
334,Product_334,Clothing,281.98,5.06
335,Product_335,Beauty,255.49,5.11
336,Product_336,Beauty,41.55,7.24
337,Product_337,Home,226.35,2.25
338,Product_338,Beauty,287.2,2.77
339,Product_339,Clothing,327.73,3.05
340,Product_340,Home,281.13,1.8
341,Product_341,Home,469.56,1.63
342,Product_342,Grocery,19.87,6.52
343,Product_343,Electronics,220.03,8.09
344,Product_344,Electronics,138.55,0.89
345,Product_345,Clothing,179.94,1.57
346,Product_346,Clothing,206.81,2.79
347,Product_347,Electronics,186.64,7.27
348,Product_348,Grocery,45.01,6.77
349,Product_349,Home,54.63,6.71
350,Product_350,Grocery,170.56,7.98
351,Product_351,Grocery,385.67,7.0
352,Product_352,Clothing,23.31,2.71
353,Product_353,Beauty,303.46,0.11
354,Product_354,Electronics,107.87,8.48
355,Product_355,Clothing,344.54,6.65
356,Product_356,Beauty,346.58,6.18
357,Product_357,Grocery,213.41,5.45
358,Product_358,Electronics,198.63,8.67
359,Product_359,Beauty,353.69,6.81
360,Product_360,Home,396.94,0.33
361,Product_361,Clothing,89.18,9.04
362,Product_362,Grocery,110.19,9.65
363,Product_363,Home,479.64,9.41
364,Product_364,Electronics,469.93,0.31
365,Product_365,Grocery,373.53,5.2
366,Product_366,Home,409.85,9.93
367,Product_367,Beauty,403.14,7.36
368,Product_368,Clothing,226.17,7.94
369,Product_369,Electronics,492.83,0.31
370,Product_370,Grocery,49.7,9.69
371,Product_371,Beauty,319.89,9.05
372,Product_372,Home,224.89,0.68
373,Product_373,Beauty,259.22,4.14
374,Product_374,Beauty,415.45,9.35
375,Product_375,Clothing,259.59,7.27
376,Product_376,Grocery,120.28,2.25
377,Product_377,Electronics,139.69,0.37
378,Product_378,Home,153.62,6.02
379,Product_379,Clothing,222.7,8.27
380,Product_380,Beauty,378.14,6.68
381,Product_381,Clothing,212.11,1.42
382,Product_382,Beauty,65.87,4.99
383,Product_383,Clothing,114.97,8.02
384,Product_384,Grocery,9.03,3.2
385,Product_385,Clothing,177.56,3.83
386,Product_386,Electronics,273.27,5.55
387,Product_387,Grocery,130.92,9.48
388,Product_388,Grocery,439.12,0.87
389,Product_389,Home,497.51,6.69
390,Product_390,Home,49.86,1.68
391,Product_391,Electronics,14.9,1.07
392,Product_392,Clothing,364.88,0.98
393,Product_393,Electronics,129.5,6.25
394,Product_394,Grocery,202.77,1.19
395,Product_395,Grocery,254.9,2.09
396,Product_396,Grocery,69.93,1.47
397,Product_397,Grocery,154.37,6.42
398,Product_398,Clothing,182.45,2.85
399,Product_399,Grocery,62.97,2.04
400,Product_400,Grocery,297.67,8.69
401,Product_401,Beauty,99.91,7.61
402,Product_402,Grocery,336.6,1.84
403,Product_403,Grocery,44.77,1.33
404,Product_404,Grocery,115.89,5.95
405,Product_405,Beauty,26.88,7.05
406,Product_406,Electronics,7.55,7.91
407,Product_407,Clothing,474.34,6.69
408,Product_408,Clothing,182.79,2.83
409,Product_409,Clothing,98.63,6.18
410,Product_410,Clothing,227.81,4.76
411,Product_411,Home,311.19,4.12
412,Product_412,Clothing,343.82,1.06
413,Product_413,Clothing,64.03,3.48
414,Product_414,Electronics,457.0,5.6
415,Product_415,Beauty,454.18,8.13
416,Product_416,Beauty,163.35,3.21
417,Product_417,Clothing,202.32,2.71
418,Product_418,Beauty,141.62,1.55
419,Product_419,Electronics,139.16,3.54
420,Product_420,Grocery,410.03,7.86
421,Product_421,Grocery,450.64,2.17
422,Product_422,Electronics,275.45,5.33
423,Product_423,Beauty,317.55,5.45
424,Product_424,Beauty,41.06,6.44
425,Product_425,Home,211.7,8.37
426,Product_426,Clothing,438.33,1.03
427,Product_427,Clothing,323.5,3.52
428,Product_428,Beauty,48.76,1.43
429,Product_429,Grocery,257.85,2.4
430,Product_430,Home,379.23,2.93
431,Product_431,Clothing,370.38,1.35
432,Product_432,Clothing,18.81,1.94
433,Product_433,Home,457.16,6.88
434,Product_434,Beauty,379.85,7.83
435,Product_435,Grocery,219.72,6.51
436,Product_436,Beauty,41.76,2.99
437,Product_437,Electronics,150.85,1.79
438,Product_438,Beauty,100.54,9.22
439,Product_439,Grocery,201.62,8.23
440,Product_440,Beauty,362.37,7.56
441,Product_441,Beauty,314.36,1.42
442,Product_442,Grocery,470.37,6.01
443,Product_443,Home,365.07,9.6
444,Product_444,Grocery,232.11,1.97
445,Product_445,Grocery,124.24,5.35
446,Product_446,Beauty,480.38,7.8
447,Product_447,Electronics,156.88,1.69
448,Product_448,Beauty,119.74,9.05
449,Product_449,Home,209.61,8.54
450,Product_450,Home,245.71,1.92
451,Product_451,Beauty,332.65,3.1
452,Product_452,Beauty,235.45,1.86
453,Product_453,Electronics,335.96,8.24
454,Product_454,Electronics,122.06,7.42
455,Product_455,Clothing,105.02,9.28
456,Product_456,Clothing,242.56,1.42
457,Product_457,Clothing,196.35,8.12
458,Product_458,Electronics,290.04,5.84
459,Product_459,Clothing,220.51,3.74
460,Product_460,Home,382.54,0.37
461,Product_461,Beauty,472.53,1.0
462,Product_462,Clothing,153.15,8.32
463,Product_463,Electronics,76.72,9.38
464,Product_464,Home,296.32,2.03
465,Product_465,Clothing,484.34,5.43
466,Product_466,Electronics,465.33,1.83
467,Product_467,Beauty,24.18,3.65
468,Product_468,Home,24.15,4.79
469,Product_469,Grocery,351.84,8.34
470,Product_470,Electronics,67.19,8.81
471,Product_471,Electronics,64.44,5.3
472,Product_472,Home,485.93,8.72
473,Product_473,Home,20.11,2.01
474,Product_474,Home,239.02,5.96
475,Product_475,Beauty,426.61,9.77
476,Product_476,Clothing,121.13,9.51
477,Product_477,Home,155.19,7.61
478,Product_478,Electronics,356.16,0.5
479,Product_479,Home,131.06,1.44
480,Product_480,Clothing,209.16,1.37
481,Product_481,Grocery,209.3,7.99
482,Product_482,Home,479.46,1.94
483,Product_483,Grocery,70.53,4.62
484,Product_484,Clothing,304.06,6.09
485,Product_485,Electronics,165.35,8.16
486,Product_486,Grocery,45.81,8.42
487,Product_487,Electronics,396.73,8.12
488,Product_488,Electronics,243.3,3.04
489,Product_489,Home,229.25,7.86
490,Product_490,Grocery,487.09,7.37
491,Product_491,Grocery,130.58,3.61
492,Product_492,Home,28.24,9.84
493,Product_493,Electronics,435.98,9.66
494,Product_494,Home,340.34,1.08
495,Product_495,Clothing,239.08,1.05
496,Product_496,Electronics,341.88,7.23
497,Product_497,Beauty,343.43,8.48
498,Product_498,Home,48.54,9.05
499,Product_499,Grocery,139.95,5.54
500,Product_500,Grocery,236.72,9.8
