order_id,product_id,quantity,unit_price,total_price
48,444,2,232.11,464.22
48,158,3,269.42,808.26
49,223,3,80.53,241.59
49,206,3,353.54,1060.6200000000001
49,311,3,432.8,1298.4
49,9,3,331.01,993.03
50,132,2,409.11,818.22
50,417,2,202.32,404.64
50,145,2,438.41,876.82
51,272,2,182.96,365.92
51,177,1,337.04,337.04
52,31,1,384.06,384.06
52,41,3,314.77,944.31
52,50,2,347.73,695.46
53,102,3,196.78,590.34
54,291,2,336.86,673.72
54,72,2,455.9,911.8
55,202,3,174.67,524.01
55,423,2,317.55,635.1
55,95,2,452.34,904.68
56,305,2,80.66,161.32
56,270,2,132.23,264.46
56,437,2,150.85,301.7
56,29,2,362.83,725.66
56,441,2,314.36,628.72
57,288,3,174.29,522.87
58,427,2,323.5,647.0
58,12,2,291.6,583.2
59,334,2,281.98,563.96
59,494,2,340.34,680.68
59,193,3,271.29,813.8700000000001
60,334,3,281.98,845.94
60,215,2,313.01,626.02
60,232,1,478.28,478.28
60,51,3,124.89,374.67
60,143,3,248.2,744.5999999999999
61,286,1,67.86,67.86
61,327,2,357.39,714.78
62,31,1,384.06,384.06
62,16,2,191.38,382.76
62,230,3,314.06,942.1800000000001
63,291,1,336.86,336.86
64,355,3,344.54,1033.6200000000001
64,351,2,385.67,771.34
65,154,1,371.7,371.7
65,476,2,121.13,242.26
66,477,2,155.19,310.38
66,272,1,182.96,182.96
66,449,2,209.61,419.22
67,186,3,288.34,865.02
67,262,3,356.94,1070.82
68,395,3,254.9,764.7
68,23,3,124.25,372.75
69,19,1,343.63,343.63
69,491,3,130.58,391.74
70,262,2,356.94,713.88
70,367,3,403.14,1209.42
70,155,1,77.89,77.89
70,192,3,361.57,1084.71
70,487,3,396.73,1190.19
71,9,3,331.01,993.03
71,269,1,183.25,183.25
72,403,1,44.77,44.77
72,125,1,61.95,61.95
72,476,1,121.13,121.13
72,380,1,378.14,378.14
73,271,3,188.99,566.97
74,392,2,364.88,729.76
74,30,3,243.42,730.26
74,213,1,343.62,343.62
74,75,2,123.97,247.94
74,474,2,239.02,478.04
75,431,3,370.38,1111.1399999999999
75,135,3,451.07,1353.21
76,297,1,225.21,225.21
76,78,3,164.41,493.23
76,266,2,292.77,585.54
76,243,3,358.15,1074.4499999999998
76,193,1,271.29,271.29
77,165,2,170.69,341.38
77,285,1,440.73,440.73
77,359,3,353.69,1061.07
77,359,3,353.69,1061.07
77,260,3,459.47,1378.41
78,66,3,113.14,339.42
78,151,3,369.64,1108.92
78,370,2,49.7,99.4
78,382,2,65.87,131.74
78,162,1,153.38,153.38
79,138,2,93.72,187.44
79,219,2,9.55,19.1
80,431,1,370.38,370.38
81,156,2,404.58,809.16
82,409,1,98.63,98.63
82,375,2,259.59,519.18
82,40,3,290.43,871.29
82,40,3,290.43,871.29
83,491,1,130.58,130.58
83,292,3,335.18,1005.54
83,189,1,23.31,23.31
83,110,1,124.44,124.44
83,12,3,291.6,874.8000000000001
84,27,2,432.61,865.22
84,70,1,420.8,420.8
84,486,2,45.81,91.62
85,427,2,323.5,647.0
85,178,2,449.89,899.78
85,357,2,213.41,426.82
86,69,3,494.8,1484.4
86,446,1,480.38,480.38
87,428,2,48.76,97.52
87,230,3,314.06,942.1800000000001
87,315,2,30.07,60.14
87,307,2,75.2,150.4
88,476,2,121.13,242.26
89,389,3,497.51,1492.53
90,62,3,403.84,1211.52
91,180,2,348.73,697.46
91,253,2,399.66,799.32
92,317,1,75.98,75.98
92,92,1,86.51,86.51
92,214,2,460.83,921.66
92,413,1,64.03,64.03
93,155,2,77.89,155.78
93,300,2,250.81,501.62
93,26,3,170.87,512.61
93,277,3,74.18,222.54000000000002
93,185,3,236.39,709.17
94,390,1,49.86,49.86
94,303,1,384.8,384.8
94,265,2,452.37,904.74
94,306,1,12.42,12.42
95,288,3,174.29,522.87
95,24,3,497.43,1492.29
95,176,3,66.77,200.31
96,69,3,494.8,1484.4
96,284,3,322.24,966.72
96,279,1,273.72,273.72
96,186,1,288.34,288.34
97,298,1,310.25,310.25
97,469,3,351.84,1055.52
97,496,2,341.88,683.76
97,278,2,178.94,357.88
97,413,1,64.03,64.03
98,379,1,222.7,222.7
99,101,2,38.7,77.4
99,167,2,14.91,29.82
99,249,2,143.22,286.44
100,125,1,61.95,61.95
100,40,3,290.43,871.29
100,374,2,415.45,830.9
101,346,2,206.81,413.62
102,493,2,435.98,871.96
102,449,2,209.61,419.22
102,146,2,299.06,598.12
102,423,3,317.55,952.6500000000001
103,421,1,450.64,450.64
104,239,2,254.23,508.46
105,106,1,422.11,422.11
105,300,2,250.81,501.62
106,416,3,163.35,490.04999999999995
107,70,3,420.8,1262.4
107,195,3,280.71,842.1299999999999
107,338,1,287.2,287.2
107,289,2,427.58,855.16
107,385,3,177.56,532.6800000000001
108,461,2,472.53,945.06
108,9,3,331.01,993.03
108,70,1,420.8,420.8
108,500,3,236.72,710.16
109,4,2,15.4,30.8
109,239,2,254.23,508.46
110,50,2,347.73,695.46
110,427,3,323.5,970.5
111,369,2,492.83,985.66
111,181,2,369.11,738.22
111,283,3,391.26,1173.78
112,442,1,470.37,470.37
112,322,1,325.9,325.9
113,286,3,67.86,203.57999999999998
113,104,2,355.23,710.46
114,69,1,494.8,494.8
115,400,3,297.67,893.01
115,68,1,5.86,5.86
115,456,1,242.56,242.56
115,380,1,378.14,378.14
115,325,3,470.48,1411.44
116,429,3,257.85,773.5500000000001
117,168,1,396.27,396.27
117,33,2,199.18,398.36
117,248,3,255.64,766.92
118,169,2,466.19,932.38
118,352,1,23.31,23.31
118,450,1,245.71,245.71
119,226,2,285.61,571.22
120,27,2,432.61,865.22
120,440,1,362.37,362.37
120,265,1,452.37,452.37
120,486,1,45.81,45.81
121,91,2,440.33,880.66
121,368,1,226.17,226.17
121,357,1,213.41,213.41
121,368,2,226.17,452.34
122,495,3,239.08,717.24
123,30,2,243.42,486.84
123,194,2,22.63,45.26
123,265,2,452.37,904.74
123,274,1,203.73,203.73
124,92,2,86.51,173.02
124,407,2,474.34,948.68
124,438,2,100.54,201.08
124,401,2,99.91,199.82
124,366,2,409.85,819.7
125,99,3,142.89,428.66999999999996
126,77,1,254.31,254.31
127,452,3,235.45,706.3499999999999
127,11,3,415.63,1246.8899999999999
128,384,1,9.03,9.03
128,208,3,342.64,1027.92
128,422,2,275.45,550.9
129,144,1,149.85,149.85
129,5,3,132.04,396.12
130,249,2,143.22,286.44
130,45,3,442.81,1328.43
130,35,1,14.23,14.23
130,393,3,129.5,388.5
131,55,2,243.64,487.28
131,206,1,353.54,353.54
131,449,3,209.61,628.83
131,464,2,296.32,592.64
132,168,3,396.27,1188.81
132,254,3,218.23,654.6899999999999
133,278,3,178.94,536.8199999999999
133,119,1,120.42,120.42
134,425,1,211.7,211.7
134,228,2,469.49,938.98
135,370,1,49.7,49.7
135,227,2,413.65,827.3
136,288,3,174.29,522.87
137,351,2,385.67,771.34
137,317,1,75.98,75.98
137,307,1,75.2,75.2
138,338,2,287.2,574.4
138,441,3,314.36,943.08
138,73,3,279.0,837.0
139,344,2,138.55,277.1
139,237,2,236.39,472.78
139,381,1,212.11,212.11
139,4,2,15.4,30.8
139,129,1,293.08,293.08
140,349,2,54.63,109.26
140,87,1,367.59,367.59
140,231,2,376.58,753.16
140,223,3,80.53,241.59
141,214,3,460.83,1382.49
142,154,2,371.7,743.4
142,468,2,24.15,48.3
143,361,3,89.18,267.54
143,405,3,26.88,80.64
144,224,2,133.14,266.28
144,249,3,143.22,429.65999999999997
144,29,1,362.83,362.83
144,156,2,404.58,809.16
144,198,3,209.69,629.0699999999999
145,399,2,62.97,125.94
145,63,3,270.0,810.0
145,230,2,314.06,628.12
146,213,2,343.62,687.24
146,9,3,331.01,993.03
146,51,2,124.89,249.78
146,316,1,68.22,68.22
147,452,3,235.45,706.3499999999999
147,89,2,437.32,874.64
147,303,1,384.8,384.8
148,496,2,341.88,683.76
148,94,2,186.09,372.18
148,302,3,343.67,1031.01
149,416,1,163.35,163.35
150,298,2,310.25,620.5
150,169,3,466.19,1398.57
151,323,2,5.34,10.68
152,390,1,49.86,49.86
152,121,3,143.28,429.84000000000003
152,221,2,42.15,84.3
152,357,3,213.41,640.23
153,72,3,455.9,1367.6999999999998
153,405,1,26.88,26.88
154,194,3,22.63,67.89
155,102,3,196.78,590.34
155,181,3,369.11,1107.33
155,352,1,23.31,23.31
155,192,2,361.57,723.14
155,366,1,409.85,409.85
156,339,3,327.73,983.19
156,285,2,440.73,881.46
156,41,3,314.77,944.31
156,212,2,381.28,762.56
157,126,2,320.91,641.82
157,463,2,76.72,153.44
157,486,1,45.81,45.81
158,286,2,67.86,135.72
158,120,2,480.49,960.98
159,28,3,72.62,217.86
160,56,3,258.91,776.73
160,26,1,170.87,170.87
160,404,1,115.89,115.89
161,461,3,472.53,1417.59
161,459,3,220.51,661.53
161,183,2,206.12,412.24
161,130,1,201.64,201.64
162,197,1,66.56,66.56
163,41,3,314.77,944.31
163,20,2,446.93,893.86
163,225,1,14.73,14.73
163,423,3,317.55,952.6500000000001
164,225,2,14.73,29.46
165,484,3,304.06,912.1800000000001
165,231,3,376.58,1129.74
165,480,2,209.16,418.32
165,483,2,70.53,141.06
166,449,3,209.61,628.83
166,415,3,454.18,1362.54
166,22,2,491.32,982.64
167,226,1,285.61,285.61
167,15,2,190.65,381.3
167,480,1,209.16,209.16
167,384,3,9.03,27.089999999999996
168,334,2,281.98,563.96
169,8,1,236.88,236.88
170,294,2,159.06,318.12
170,221,1,42.15,42.15
170,194,1,22.63,22.63
171,453,3,335.96,1007.8799999999999
171,154,2,371.7,743.4
171,483,1,70.53,70.53
172,431,1,370.38,370.38
172,416,2,163.35,326.7
172,450,1,245.71,245.71
172,106,1,422.11,422.11
172,175,1,235.77,235.77
173,455,3,105.02,315.06
174,284,1,322.24,322.24
174,481,1,209.3,209.3
174,13,1,41.35,41.35
174,212,3,381.28,1143.84
175,227,3,413.65,1240.9499999999998
175,319,1,132.86,132.86
176,124,2,130.44,260.88
176,17,1,430.34,430.34
176,48,3,113.06,339.18
176,78,1,164.41,164.41
176,473,3,20.11,60.33
177,364,1,469.93,469.93
177,47,3,140.75,422.25
177,411,3,311.19,933.5699999999999
177,406,1,7.55,7.55
178,36,1,325.79,325.79
179,314,2,78.8,157.6
179,169,3,466.19,1398.57
179,374,3,415.45,1246.35
179,477,3,155.19,465.57
180,236,3,495.48,1486.44
180,240,3,98.4,295.20000000000005
180,100,3,175.13,525.39
180,102,2,196.78,393.56
180,154,3,371.7,1115.1
181,460,2,382.54,765.08
181,118,2,355.19,710.38
181,21,1,348.11,348.11
182,397,3,154.37,463.11
182,462,1,153.15,153.15
182,226,1,285.61,285.61
182,294,3,159.06,477.18
183,36,1,325.79,325.79
183,24,3,497.43,1492.29
184,497,2,343.43,686.86
184,238,2,150.48,300.96
185,3,1,458.68,458.68
185,236,1,495.48,495.48
185,95,3,452.34,1357.02
186,207,3,68.25,204.75
186,124,1,130.44,130.44
186,435,2,219.72,439.44
186,158,1,269.42,269.42
186,457,3,196.35,589.05
187,176,1,66.77,66.77
187,67,2,439.97,879.94
187,84,2,239.85,479.7
187,489,2,229.25,458.5
188,74,3,83.84,251.52
188,276,2,254.66,509.32
188,260,2,459.47,918.94
188,173,2,364.45,728.9
189,321,1,271.53,271.53
189,287,3,477.19,1431.57
190,96,2,95.56,191.12
190,491,3,130.58,391.74
190,43,1,84.75,84.75
191,21,1,348.11,348.11
191,295,1,366.04,366.04
191,426,3,438.33,1314.99
191,319,2,132.86,265.72
192,16,3,191.38,574.14
192,451,1,332.65,332.65
192,204,1,396.2,396.2
192,267,2,347.18,694.36
192,186,2,288.34,576.68
193,141,2,257.07,514.14
193,416,2,163.35,326.7
193,255,2,170.99,341.98
194,480,3,209.16,627.48
194,209,3,195.24,585.72
195,24,1,497.43,497.43
196,171,1,35.49,35.49
196,224,1,133.14,133.14
197,339,2,327.73,655.46
197,40,1,290.43,290.43
197,419,1,139.16,139.16
197,283,1,391.26,391.26
197,417,2,202.32,404.64
198,241,3,463.38,1390.1399999999999
198,37,1,183.06,183.06
198,23,2,124.25,248.5
198,446,1,480.38,480.38
198,351,3,385.67,1157.01
199,428,2,48.76,97.52
199,112,2,17.77,35.54
199,122,1,65.23,65.23
200,167,1,14.91,14.91
200,384,2,9.03,18.06
200,47,2,140.75,281.5
200,188,3,331.07,993.21
201,230,2,314.06,628.12
201,29,2,362.83,725.66
201,257,3,287.88,863.64
201,206,1,353.54,353.54
201,105,2,414.79,829.58
202,427,1,323.5,323.5
203,113,3,180.72,542.16
203,422,3,275.45,826.3499999999999
204,289,2,427.58,855.16
204,327,3,357.39,1072.17
205,299,3,207.73,623.1899999999999
205,157,3,208.56,625.6800000000001
205,368,3,226.17,678.51
205,328,1,251.99,251.99
205,155,2,77.89,155.78
206,234,3,202.87,608.61
206,67,3,439.97,1319.91
207,480,1,209.16,209.16
207,76,1,476.31,476.31
207,436,1,41.76,41.76
207,418,2,141.62,283.24
207,204,3,396.2,1188.6
208,134,2,9.79,19.58
209,155,2,77.89,155.78
209,105,3,414.79,1244.3700000000001
209,41,1,314.77,314.77
209,189,3,23.31,69.92999999999999
210,278,2,178.94,357.88
210,361,1,89.18,89.18
210,228,1,469.49,469.49
211,478,1,356.16,356.16
211,256,3,344.07,1032.21
211,107,1,262.2,262.2
211,423,3,317.55,952.6500000000001
211,350,1,170.56,170.56
212,55,2,243.64,487.28
213,428,2,48.76,97.52
213,6,3,23.99,71.97
213,384,2,9.03,18.06
213,438,1,100.54,100.54
213,451,3,332.65,997.9499999999999
214,385,2,177.56,355.12
214,96,2,95.56,191.12
214,180,2,348.73,697.46
214,447,3,156.88,470.64
215,23,3,124.25,372.75
215,408,2,182.79,365.58
216,440,3,362.37,1087.1100000000001
216,198,2,209.69,419.38
216,341,2,469.56,939.12
217,307,3,75.2,225.60000000000002
217,34,2,150.14,300.28
217,47,2,140.75,281.5
218,378,3,153.62,460.86
218,446,3,480.38,1441.1399999999999
218,261,1,235.72,235.72
218,417,3,202.32,606.96
219,31,3,384.06,1152.18
219,347,3,186.64,559.92
219,95,1,452.34,452.34
219,187,1,315.62,315.62
220,135,1,451.07,451.07
220,214,2,460.83,921.66
220,183,1,206.12,206.12
220,375,3,259.59,778.77
220,125,3,61.95,185.85000000000002
221,2,3,139.66,418.98
221,419,1,139.16,139.16
221,241,1,463.38,463.38
221,314,2,78.8,157.6
222,398,3,182.45,547.3499999999999
223,408,2,182.79,365.58
224,57,1,281.31,281.31
224,303,3,384.8,1154.4
225,328,2,251.99,503.98
225,167,3,14.91,44.730000000000004
226,73,1,279.0,279.0
226,364,2,469.93,939.86
226,247,1,228.88,228.88
226,59,2,471.15,942.3
227,269,2,183.25,366.5
228,120,2,480.49,960.98
229,133,1,195.06,195.06
229,175,1,235.77,235.77
229,459,2,220.51,441.02
229,420,1,410.03,410.03
230,432,2,18.81,37.62
230,263,1,168.0,168.0
230,233,1,76.89,76.89
230,355,3,344.54,1033.6200000000001
230,348,2,45.01,90.02
231,455,2,105.02,210.04
231,22,1,491.32,491.32
231,296,1,348.54,348.54
231,317,3,75.98,227.94
232,174,1,258.78,258.78
232,154,3,371.7,1115.1
233,136,2,277.36,554.72
233,99,3,142.89,428.66999999999996
233,298,3,310.25,930.75
233,285,2,440.73,881.46
233,33,3,199.18,597.54
234,90,1,171.02,171.02
234,274,1,203.73,203.73
235,268,1,430.32,430.32
235,330,3,434.93,1304.79
235,343,1,220.03,220.03
236,288,1,174.29,174.29
237,116,1,490.7,490.7
237,427,1,323.5,323.5
237,278,1,178.94,178.94
237,16,2,191.38,382.76
238,383,3,114.97,344.90999999999997
238,296,3,348.54,1045.6200000000001
238,54,3,393.16,1179.48
238,116,2,490.7,981.4
238,395,3,254.9,764.7
239,26,3,170.87,512.61
239,34,1,150.14,150.14
239,391,2,14.9,29.8
239,399,1,62.97,62.97
239,125,2,61.95,123.9
240,60,2,407.73,815.46
240,433,1,457.16,457.16
241,428,2,48.76,97.52
241,245,2,426.38,852.76
241,471,3,64.44,193.32
241,441,2,314.36,628.72
241,19,3,343.63,1030.8899999999999
242,116,1,490.7,490.7
242,339,3,327.73,983.19
242,431,2,370.38,740.76
243,61,2,118.22,236.44
243,66,1,113.14,113.14
243,354,1,107.87,107.87
243,166,1,474.92,474.92
244,133,2,195.06,390.12
244,430,1,379.23,379.23
245,26,2,170.87,341.74
245,242,1,233.81,233.81
245,140,3,115.16,345.48
245,482,3,479.46,1438.3799999999999
246,477,3,155.19,465.57
246,481,1,209.3,209.3
246,200,2,134.77,269.54
246,274,3,203.73,611.1899999999999
247,145,3,438.41,1315.23
248,230,1,314.06,314.06
249,284,1,322.24,322.24
250,392,3,364.88,1094.6399999999999
250,312,2,176.2,352.4
250,459,3,220.51,661.53
250,408,1,182.79,182.79
251,102,2,196.78,393.56
251,262,2,356.94,713.88
251,233,2,76.89,153.78
251,425,1,211.7,211.7
251,312,2,176.2,352.4
252,447,1,156.88,156.88
252,183,1,206.12,206.12
252,266,1,292.77,292.77
253,492,2,28.24,56.48
253,365,2,373.53,747.06
254,327,2,357.39,714.78
255,463,2,76.72,153.44
255,319,1,132.86,132.86
255,419,3,139.16,417.48
256,148,1,228.08,228.08
256,36,3,325.79,977.3700000000001
256,201,2,258.09,516.18
257,351,1,385.67,385.67
257,400,1,297.67,297.67
257,500,3,236.72,710.16
257,405,3,26.88,80.64
258,48,2,113.06,226.12
259,381,1,212.11,212.11
259,263,3,168.0,504.0
259,487,1,396.73,396.73
260,301,3,287.0,861.0
260,490,1,487.09,487.09
260,245,3,426.38,1279.1399999999999
260,32,1,284.06,284.06
260,106,2,422.11,844.22
261,366,2,409.85,819.7
261,168,2,396.27,792.54
261,218,2,213.29,426.58
261,323,1,5.34,5.34
261,196,3,372.88,1118.6399999999999
262,241,3,463.38,1390.1399999999999
263,283,1,391.26,391.26
263,23,2,124.25,248.5
263,335,1,255.49,255.49
264,120,3,480.49,1441.47
264,383,3,114.97,344.90999999999997
265,416,2,163.35,326.7
265,58,1,462.1,462.1
265,356,3,346.58,1039.74
266,260,1,459.47,459.47
266,213,1,343.62,343.62
266,433,3,457.16,1371.48
266,179,3,422.57,1267.71
266,144,1,149.85,149.85
267,25,3,206.03,618.09
267,179,2,422.57,845.14
267,109,1,489.42,489.42
267,18,3,395.52,1186.56
267,305,1,80.66,80.66
268,236,3,495.48,1486.44
268,290,2,334.81,669.62
268,388,2,439.12,878.24
269,88,3,361.93,1085.79
269,56,1,258.91,258.91
269,415,2,454.18,908.36
269,269,3,183.25,549.75
270,347,2,186.64,373.28
271,111,3,283.29,849.8700000000001
271,421,1,450.64,450.64
272,109,1,489.42,489.42
272,332,3,450.12,1350.3600000000001
273,240,1,98.4,98.4
274,445,2,124.24,248.48
274,371,3,319.89,959.67
274,414,2,457.0,914.0
275,32,3,284.06,852.1800000000001
275,398,2,182.45,364.9
275,195,2,280.71,561.42
276,372,1,224.89,224.89
276,20,3,446.93,1340.79
276,407,1,474.34,474.34
276,30,1,243.42,243.42
276,476,2,121.13,242.26
277,269,1,183.25,183.25
277,375,3,259.59,778.77
277,480,2,209.16,418.32
278,160,1,386.52,386.52
278,261,3,235.72,707.16
278,473,1,20.11,20.11
278,158,1,269.42,269.42
279,72,1,455.9,455.9
280,52,1,207.19,207.19
280,195,3,280.71,842.1299999999999
280,319,3,132.86,398.58000000000004
280,84,1,239.85,239.85
281,223,3,80.53,241.59
281,89,2,437.32,874.64
282,269,2,183.25,366.5
283,160,3,386.52,1159.56
284,52,1,207.19,207.19
284,111,2,283.29,566.58
285,222,1,310.77,310.77
285,36,2,325.79,651.58
285,89,1,437.32,437.32
285,76,2,476.31,952.62
285,121,2,143.28,286.56
286,321,2,271.53,543.06
287,237,3,236.39,709.17
287,260,1,459.47,459.47
288,66,1,113.14,113.14
289,84,1,239.85,239.85
289,457,3,196.35,589.05
289,435,2,219.72,439.44
289,397,2,154.37,308.74
290,495,1,239.08,239.08
290,36,2,325.79,651.58
290,187,3,315.62,946.86
290,384,1,9.03,9.03
290,75,3,123.97,371.90999999999997
291,130,1,201.64,201.64
291,60,3,407.73,1223.19
291,256,2,344.07,688.14
292,210,3,366.8,1100.4
292,250,3,179.65,538.95
292,194,2,22.63,45.26
293,180,1,348.73,348.73
293,449,1,209.61,209.61
293,228,3,469.49,1408.47
293,404,3,115.89,347.67
293,347,3,186.64,559.92
294,425,1,211.7,211.7
294,53,2,440.06,880.12
294,174,1,258.78,258.78
294,216,3,256.85,770.5500000000001
294,437,2,150.85,301.7
295,167,1,14.91,14.91
295,434,2,379.85,759.7
295,49,2,486.05,972.1
295,268,3,430.32,1290.96
296,85,3,173.78,521.34
296,368,1,226.17,226.17
296,438,1,100.54,100.54
296,268,1,430.32,430.32
297,148,2,228.08,456.16
297,273,3,193.27,579.8100000000001
297,432,3,18.81,56.42999999999999
297,69,3,494.8,1484.4
298,20,3,446.93,1340.79
298,206,3,353.54,1060.6200000000001
298,332,2,450.12,900.24
298,205,2,59.11,118.22
298,6,3,23.99,71.97
299,429,3,257.85,773.5500000000001
299,94,1,186.09,186.09
300,216,3,256.85,770.5500000000001
300,385,1,177.56,177.56
300,166,2,474.92,949.84
300,411,2,311.19,622.38
300,228,3,469.49,1408.47
301,92,1,86.51,86.51
301,208,3,342.64,1027.92
302,44,1,437.15,437.15
302,327,1,357.39,357.39
303,429,2,257.85,515.7
304,374,3,415.45,1246.35
304,417,3,202.32,606.96
304,203,1,490.13,490.13
305,265,2,452.37,904.74
305,252,1,333.44,333.44
305,87,3,367.59,1102.77
306,434,1,379.85,379.85
306,139,1,349.74,349.74
307,244,3,286.63,859.89
308,345,2,179.94,359.88
309,265,2,452.37,904.74
309,408,1,182.79,182.79
309,284,1,322.24,322.24
310,23,1,124.25,124.25
311,430,2,379.23,758.46
311,217,1,80.51,80.51
311,126,3,320.91,962.73
311,228,3,469.49,1408.47
311,195,2,280.71,561.42
312,59,1,471.15,471.15
312,239,1,254.23,254.23
312,109,2,489.42,978.84
312,237,2,236.39,472.78
312,90,2,171.02,342.04
313,397,2,154.37,308.74
313,228,2,469.49,938.98
313,299,3,207.73,623.1899999999999
313,372,3,224.89,674.67
313,58,3,462.1,1386.3000000000002
314,206,3,353.54,1060.6200000000001
315,133,1,195.06,195.06
315,242,3,233.81,701.4300000000001
315,139,2,349.74,699.48
316,347,2,186.64,373.28
316,311,2,432.8,865.6
317,451,3,332.65,997.9499999999999
317,354,2,107.87,215.74
317,251,2,208.81,417.62
318,3,1,458.68,458.68
318,444,1,232.11,232.11
319,76,1,476.31,476.31
319,120,1,480.49,480.49
319,102,3,196.78,590.34
319,404,2,115.89,231.78
319,342,1,19.87,19.87
320,287,1,477.19,477.19
320,451,3,332.65,997.9499999999999
320,476,1,121.13,121.13
321,189,1,23.31,23.31
321,168,2,396.27,792.54
321,145,2,438.41,876.82
322,361,3,89.18,267.54
322,223,1,80.53,80.53
322,107,3,262.2,786.5999999999999
322,169,1,466.19,466.19
322,70,1,420.8,420.8
323,458,2,290.04,580.08
323,281,1,173.96,173.96
323,320,3,142.18,426.54
324,50,3,347.73,1043.19
324,323,2,5.34,10.68
324,115,2,200.47,400.94
324,26,1,170.87,170.87
324,396,1,69.93,69.93
325,208,1,342.64,342.64
326,478,3,356.16,1068.48
